Latest_Date,Total_Confirmed,Total_Deaths,Total_Recovered,Global_Fatality_Rate_Pct,Global_Recovery_Rate_Pct,Countries_Tracked
2023-03-09 00:00:00,676570149,6881802,0,1.02,0.0,201
